average_offensiveness,created_on,hateful_meaning,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,is_unambiguous,is_unambiguous_in,language,nonhateful_meaning,number_of_sightings,number_of_sightings_this_month,number_of_sightings_this_year,plural_of,term,transliteration_of,updated_on,variant_of,vocabulary_id
,2018-11-01 20:34:13,A Homosexual,False,False,False,False,False,False,True,False,,eng,A mythical creature,0,0,0,Fairy,fairies,,2018-11-01 20:34:13,,UJWpKZMNL
,2018-11-01 20:34:12,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',False,False,True,False,True,False,False,False,,eng,,17,4,14,eyetie,eyeties,,2018-11-01 20:34:12,,bbALRqVZy
,2018-11-01 20:34:12,A homosexual male,False,False,False,False,False,False,True,True,,eng,,25,2,17,fagbag,fagbags,,2018-11-01 20:34:12,,zXBFzymma
75.0,2018-11-01 20:34:12,A homosexual.,False,False,False,False,False,False,True,True,,eng,,368,19,258,faggot,faggots,,2018-11-01 20:34:12,,GUPEp7JYD
98.0,2018-11-01 20:34:12,One expressing homosexually tendencies,False,False,False,False,False,False,True,True,,eng,,434,21,316,,faggy,,2018-11-01 20:34:12,fag,q3EmqifRk
25.0,2018-11-01 20:34:11,A person of Dutch origin.,False,False,False,False,True,False,False,False,,eng,,1,0,0,dyke jumper,dyke jumpers,,2018-11-01 20:34:11,,UscchPYQu
,2018-11-01 20:34:11,A lesbian.,False,False,False,True,False,False,True,False,,eng,,420,22,316,dyke,dykes,,2018-11-01 20:34:11,,MjyWGXBZQ
,2018-11-01 20:34:11,"Denotes white males who identify with East Asian culture, and are thus 'white on the outside and yellow on the inside'.",False,False,True,False,False,False,False,False,,eng,Organic material resulting from reproduction,0,0,0,egg,eggs,,2018-11-01 20:34:11,,cpqoesmuR
,2018-11-01 20:34:11,A Canadian. Variation on the ubiquitous 'eh' and the word 'asshole'.,False,False,False,False,True,False,False,False,,eng,,0,0,0,eh hole,eh holes,,2018-11-01 20:34:11,,nyY7QabLk
,2018-11-01 20:34:11,A black person.,False,False,True,False,False,False,False,False,,eng,A billiards ball,0,0,0,eight ball,eight balls,,2018-11-01 20:34:11,,RhxDuoimW
,2018-11-01 20:34:10,[1] A shiftless or unemployed person. [2] A pimp.,True,False,False,False,False,False,False,False,,eng,,331,23,273,dole bludger,dole bludgers,,2018-11-01 20:34:10,,ZWHFixmzc
84.0,2018-11-01 20:34:10,"A person of Indian descent, from the caste-mark (dot) on an Indian's forehead.",False,False,True,False,True,False,False,True,,eng,,13,1,10,dot head,dot heads,,2018-11-01 20:34:10,,tyCaffrTB
,2018-11-01 20:34:10,A person of Arab descent.,False,False,True,False,False,False,False,True,,eng,,31,0,19,dune coon,dune coons,,2018-11-01 20:34:10,,BEUT4DVDF
100.0,2018-11-01 20:34:10,A person of Arab descent.,False,False,True,False,False,False,False,True,,eng,,1,0,1,dune nigger,dune niggers,,2018-11-01 20:34:10,,NoQk9XdTB
,2018-11-01 20:34:09,An idiot,True,False,False,False,False,False,False,False,,eng,,0,0,0,div,divs,,2018-11-01 20:34:09,,x7bgVJYVB
,2018-11-01 20:34:09,An idiot,True,False,False,False,False,False,False,False,,eng,,606,56,470,divvy,divvies,,2018-11-01 20:34:09,,siJKVFopV
,2018-11-01 20:34:09,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",False,False,False,False,True,True,False,False,,eng,,14,1,8,dogan,dogans,,2018-11-01 20:34:09,,CQreg2nam
,2018-11-01 20:34:09,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",False,False,False,False,True,True,False,False,,eng,,2,0,0,dogun,doguns,,2018-11-01 20:34:09,,UjVkKjnrm
,2018-11-01 20:34:08,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",False,False,False,False,False,False,False,False,,eng,,147,5,101,dhimmi,dhimmis,,2018-11-01 20:34:08,,yasUydonv
,2018-11-01 20:34:08,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",False,False,True,False,False,False,False,True,,eng,,38,7,32,diaper head,diaper heads,,2018-11-01 20:34:08,,MGdgzpW4g
95.0,2018-11-01 20:34:08,"A derogatory contraction of the words ""didn't do,"" popularized as a slur against black people as a mockery of regional pronunciation",False,False,True,False,False,False,False,False,,eng,,311,23,226,,dindu,,2018-11-01 20:34:08,dindu nuffin,spbacFLhU
75.0,2018-11-01 20:34:08,A black person. Used in the novel 'To Kill a Mockingbird'.,False,False,True,False,False,False,False,False,,eng,,77,10,52,dinge,dinges,,2018-11-01 20:34:08,,sBPY9jAAf
,2018-11-01 20:34:08,An Australian,False,False,False,False,True,False,False,True,,eng,,0,0,0,dingo fucker,dingo fuckers,,2018-11-01 20:34:08,,uRaeEbRfW
,2018-11-01 20:34:07,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",False,False,True,False,False,False,False,False,,eng,,193,11,152,Cushite,Cushites,,2018-11-01 20:34:07,,aCdsfZtjb
,2018-11-01 20:34:07,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",False,False,True,False,False,False,False,False,,eng,,155,10,124,dago,dagos,,2018-11-01 20:34:07,,VggEpDBJK
75.0,2018-11-01 20:34:07,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",False,False,True,False,False,False,False,True,,eng,,211,19,167,darkie,darkies,,2018-11-01 20:34:07,,MmBhnWLKJ
,2018-11-01 20:34:07,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",False,False,True,False,False,False,False,False,,eng,,70,12,54,dego,degos,,2018-11-01 20:34:07,,UaXxZixR3
50.0,2018-11-01 20:34:06,A person of East Indian origin.,False,False,True,False,False,False,False,True,,eng,,179,6,102,curry muncher,curry munchers,,2018-11-01 20:34:06,,ehhnoRzTF
,2018-11-01 20:34:06,A person of East Indian origin.,False,False,True,False,False,False,False,True,,eng,,0,0,0,curry slurper,curry slurpers,,2018-11-01 20:34:06,,zrhZMZafE
88.0,2018-11-01 20:34:06,A person of East Indian origin.,False,False,True,False,False,False,False,True,,eng,,0,0,0,curry stinker,curry stinkers,,2018-11-01 20:34:06,,DLPonpCJ4
25.0,2018-11-01 20:34:06,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",False,False,True,False,False,False,False,False,,eng,,1,0,1,Cushi,Cushis,,2018-11-01 20:34:06,,GtvaYNBpX
,2018-11-01 20:34:05,"A black person, particularly a black woman.",False,False,True,False,False,False,False,False,,eng,A bird,0,0,0,crow,crows,,2018-11-01 20:34:05,,aAgrMvnVV
93.0,2018-11-01 20:34:05,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",False,False,False,True,False,False,False,False,,eng,,558,58,431,cunt,cunts,,2018-11-01 20:34:05,,xdniLkefq
,2018-11-01 20:34:04,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,False,False,True,False,False,False,False,False,,eng,,217,20,162,cotton picker,cotton pickers,,2018-11-01 20:34:04,,tn27sRrbm
78.0,2018-11-01 20:34:04,"A person of Indian descent, from the worship of cows.",False,False,True,False,True,False,False,False,,eng,,0,0,0,cow kisser,cow kissers,,2018-11-01 20:34:04,,cATfJsDpC
,2018-11-01 20:34:04,A Native American.,False,False,True,False,False,False,False,True,,eng,,208,14,162,cowboy killer,cowboy killers,,2018-11-01 20:34:04,,bcaW2VQdy
100.0,2018-11-01 20:34:04,"A poor Appalachian or poor Southerner, a white person, first used in the 19th century.",True,False,True,False,False,False,False,False,,eng,[1] Snack [2] Hacker [3] American musical group [4] British television show,0,0,0,cracker,crackers,,2018-11-01 20:34:04,,cDoocvNEo
,2018-11-01 20:34:03,Some concatenation of Congo and mongoloid,False,False,True,False,False,False,False,True,,eng,,19,1,18,Congoid,Congoids,,2018-11-01 20:34:03,,YamaZMMop
,2018-11-01 20:34:03,"[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.",False,False,True,False,False,False,False,False,,eng,,344,12,234,coolie,coolies,,2018-11-01 20:34:03,,7GHAZcm2w
,2018-11-01 20:34:03,A Canadian of African descent; sometimes applied to aboriginals,False,False,True,False,False,False,False,True,,eng,,1,0,1,coonadian,coonadians,,2018-11-01 20:34:03,,BtwLPDjMf
,2018-11-01 20:34:03,"A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.",False,False,True,False,False,False,False,False,,eng,,220,17,179,coon,coons,,2018-11-01 20:34:03,,xy3DDrD4i
,2018-11-01 20:34:02,A black person.,False,False,True,False,False,False,False,False,,eng,Chocolate,0,0,0,cocoa,cocoas,,2018-11-01 20:34:02,,iUEWfYoFm
,2018-11-01 20:34:02,"[1] A person of Hispanic descent who's accused of acting white. [2] In, New Zealand/Australia, a Pacific Islander. Named after the coconut, the nut from the coconut palm. [3], In the UK, a black person who exhibits behaviour associated with caucasians. [4] In the USA, a black person trying to be 'white'. [5] In South Africa, a black person who acts white. [6], In Canada, an individual of South Asian (typically Dravidian) descent, who is accused of trying to be 'white'.",False,False,True,False,False,False,False,False,,eng,Fruit of a palm tree,0,0,0,coconut,coconuts,,2018-11-01 20:34:02,,EPHPsVBbL
,2018-11-01 20:34:02,A black person.,False,False,True,False,False,False,False,False,,eng,Possessing color,509,26,401,colored,coloreds,,2018-11-01 20:34:02,,UXfmwtUJp
,2018-11-01 20:34:02,A black person.,False,False,True,False,False,False,False,False,,eng,Possessing colour,404,49,316,coloured,coloureds,,2018-11-01 20:34:02,,ebRQ6mhUJ
,2018-11-01 20:34:02,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",False,False,False,True,False,False,False,False,,eng,,128,7,97,conchuda,conchudas,,2018-11-01 20:34:02,,twnzsNw4u
,2018-11-01 20:34:01,A person accused of being an homosexual,False,False,False,False,False,False,True,True,,eng,,1,0,0,closetfag,closetfags,,2018-11-01 20:34:01,,trfXetFpQ
,2018-11-01 20:34:01,A homosexual who engages in oral sex,False,False,False,False,False,False,True,False,,eng,Generic insult without sexual context,0,0,0,cocksucker,cocksuckers,,2018-11-01 20:34:01,,yTyhccomf
,2018-11-01 20:34:01,A black person.,False,False,True,False,False,False,False,False,,eng,A breakfast cereal,0,0,0,Cocoa Puff,Cocoa Puffs,,2018-11-01 20:34:01,,XbjaqrgCf
,2018-11-01 20:34:00,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,False,False,False,False,True,False,False,,eng,A mollusk,0,0,0,clam,clams,,2018-11-01 20:34:00,,UqpDmdbfZ
50.0,2018-11-01 20:34:00,A Dutch person,False,False,True,False,True,False,False,False,US,eng,,2,0,2,clog wog,clog wogs,,2018-11-01 20:34:00,,hBwdWtGZm
,2018-11-01 20:34:00,A person accused of being an homosexual,False,False,False,False,False,False,True,True,,eng,,27,3,20,closet fag,closet fags,,2018-11-01 20:34:00,,GsGjT2HZX
50.0,2018-11-01 20:33:59,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,False,False,True,False,True,False,False,False,,eng,,55,3,54,chonky,chonkies,,2018-11-01 20:33:59,,VnEgwbtmp
,2018-11-01 20:33:59,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",False,False,True,False,False,True,False,True,,eng,,71,8,51,Christ killer,Christ killers,,2018-11-01 20:33:59,,apriiip9s
75.0,2018-11-01 20:33:59,"[1] An individual of Canadian aboriginal descent. [2] A Native American, from assumed likelihood of alcoholism.",False,False,True,False,False,False,False,False,,eng,To drink rapidly,0,0,0,chug,chugs,,2018-11-01 20:33:59,,gghTJmstY
,2018-11-01 20:33:59,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,False,False,True,False,True,False,False,False,,eng,An uneven aggregate of ingredients,0,0,0,chunky,chunkies,,2018-11-01 20:33:59,,WENXqHVtn
,2018-11-01 20:33:59,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,False,False,False,False,True,False,False,,eng,,2,0,1,clamhead,clamheads,,2018-11-01 20:33:59,,dChrfnotV
,2018-11-01 20:33:58,A person who engages in relationships with hispanic individuals,False,False,True,False,False,False,False,True,,eng,,0,0,0,cholo chaser,cholo chasers,,2018-11-01 20:33:58,,cHjLREGBN
90.0,2018-11-01 20:33:58,A person who engages in relationships with Hispanic individuals,False,False,True,False,False,False,False,True,,eng,,0,0,0,,cholo chasing,,2018-11-01 20:33:58,cholo chaser,gVHZD7Di 
,2018-11-01 20:33:57,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",False,False,False,False,True,False,False,True,,eng,,306,20,214,Chinaman,Chinamen,,2018-11-01 20:33:57,,nay7NBvtA
,2018-11-01 20:33:57,"A Filipino, particularly having a Mexican and Chinese heritage.",False,False,True,False,True,False,False,True,,eng,,0,0,0,Chinese wetback,Chinese wetbacks,,2018-11-01 20:33:57,, 4cbPcsFY
75.0,2018-11-01 20:33:57,"A person of perceived Chinese or East Asian descent. An offensive term that has raised considerable controversy, for example when used by comedian Rosie O'Donnell.",False,False,True,False,False,False,False,True,,eng,,313,24,244,ching chong,ching chongs,,2018-11-01 20:33:57,,gUtCt4dyz
100.0,2018-11-01 20:33:57,A person of mixed black and Chinese parentage.,False,False,True,False,True,False,False,False,,eng,,0,0,0,chinig,chinigs,,2018-11-01 20:33:57,,CDnjuWwxK
,2018-11-01 20:33:57,A rural person of Chinese descent.,True,False,True,False,True,False,False,True,,eng,,0,0,0,chink a billy,chink a billies,,2018-11-01 20:33:57,,fMPZNgUoB
,2018-11-01 20:33:56,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",False,False,True,False,False,False,False,False,,eng,,15,1,13,chee chee,chee chees,,2018-11-01 20:33:56,,tYrK4eFFU
,2018-11-01 20:33:56,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",False,False,True,False,False,False,False,False,,eng,,0,0,0,chi chi,chi chis,,2018-11-01 20:33:56,,eywaqHW7i
,2018-11-01 20:33:56,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,False,False,True,False,True,False,False,False,,eng,A mite,0,0,0,chigger,chiggers,,2018-11-01 20:33:56,,yqkKbvJcr
,2018-11-01 20:33:56,A person of Hispanic descent.,False,False,True,False,False,False,False,True,,eng,,0,0,0,chili shitter,chili shitters,,2018-11-01 20:33:56,,YgBANPYBP
97.0,2018-11-01 20:33:56,Acts of aggression commited by a black person,False,False,True,False,False,False,False,False,,eng,,2,0,2,,chimped-out,,2018-11-01 20:33:56,chimp-out,HiHjQZyUi
,2018-11-01 20:33:55,"In the late 1900s, Chinese people in Australia were often referred to as 'Celestials', a reference to their coming from the 'Celestial Empire' (i.e. China)",False,False,True,False,True,False,False,False,,eng,Relating to the cosmos,0,0,0,celestial,celestials,,2018-11-01 20:33:55,,Wd9Yth4lV
25.0,2018-11-01 20:33:55,A disreputable and/or working class person,True,False,False,False,False,False,False,False,,eng,,121,14,95,charva,charvas,,2018-11-01 20:33:55,,mHXQccoRF
,2018-11-01 20:33:55,A disreputable and/or working class person,True,False,False,False,False,False,False,False,,eng,,81,7,65,charver,charvers,,2018-11-01 20:33:55,,aYoEnoefF
,2018-11-01 20:33:55,"In the UK, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",True,False,False,False,False,False,False,False,,eng,,415,47,310,chav,chavs,,2018-11-01 20:33:55,,KLmXJCGT7
,2018-11-01 20:33:54,"A Mormon, presumably inspired by agriculture in Utah",True,False,False,False,False,True,False,False,,eng,,0,0,0,carrot snapper,carrot snappers,,2018-11-01 20:33:54,,tCxEY4sMg
,2018-11-01 20:33:54,"A person of mixed Caucasian, African and Asian heritage",False,False,True,False,False,False,False,True,,eng,,0,0,0,Caublasian,Caublasians,,2018-11-01 20:33:54,,pVDyHLJRL
93.0,2018-11-01 20:33:54,A person of Middle Eastern descent,True,False,True,False,False,False,False,True,,eng,,0,0,0,cave nigger,cave niggers,,2018-11-01 20:33:54,,CEvRcrKqd
50.0,2018-11-01 20:33:53,Person of Middle Eastern descent.,False,False,True,False,False,False,False,True,,eng,,188,12,137,camel jockey,camel jockeys,,2018-11-01 20:33:53,,qEbMYNEZb
,2018-11-01 20:33:53,"An Austrialian, from the perception that Australians drink a lot of canned beer.",False,False,True,False,False,False,False,False,,eng,,0,0,0,can eater,can eaters,,2018-11-01 20:33:53,,iFrNEbym7
,2018-11-01 20:33:53,"A person of Arabic descent, from Aladdin and his magic carpet.",False,False,True,False,False,False,False,True,,eng,,9,1,8,carpet pilot,carpet pilots,,2018-11-01 20:33:53,,RrxusHKmt
75.0,2018-11-01 20:33:52,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",False,False,True,False,False,False,False,True,,eng,,0,0,0,cab nigger,cab niggers,,2018-11-01 20:33:52,,NvRzsgfhK
,2018-11-01 20:33:52,Person of Middle Eastern descent.,False,False,True,False,False,False,False,True,,eng,,0,0,0,camel cowboy,camel cowboys,,2018-11-01 20:33:52,,LKz2wrx4P
,2018-11-01 20:33:52,[1] An Arab. [2] A Muslim.,False,False,True,False,True,True,False,True,,eng,,23,1,18,camel fucker,camel fuckers,,2018-11-01 20:33:52,,kejmkgarG
100.0,2018-11-01 20:33:52,Person of Middle Eastern descent.,False,False,True,False,False,False,False,True,,eng,,44,1,29,camel humper,camel humpers,,2018-11-01 20:33:52,,wXPLxhX2g
,2018-11-01 20:33:52,Person of Middle Eastern descent.,False,False,True,False,False,False,False,True,,eng,,0,0,0,camel jacker,camel jackers,,2018-11-01 20:33:52,,CPgwXBBEf
,2018-11-01 20:33:51,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,,226,23,181,bunga,bungas,,2018-11-01 20:33:51,,qWXJWEEQV
,2018-11-01 20:33:51,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,To break,0,0,0,bung,bungs,,2018-11-01 20:33:51,,gJunQKPvB
75.0,2018-11-01 20:33:51,A black person (referencing stereotypical hair type).,False,False,True,False,False,False,False,True,,eng,,0,0,0,burrhead,burrheads,,2018-11-01 20:33:51,,gmUQbqhNx
75.0,2018-11-01 20:33:51,A homosexual who engages in anal sex,False,False,False,True,False,False,True,True,,eng,,153,17,115,butt pirate,butt pirates,,2018-11-01 20:33:51,,dtxsPQeHW
75.0,2018-11-01 20:33:51,[1] A person of African descent. [2] WWII slur for a Japanese person.,False,False,True,False,True,False,False,False,,eng,,54,9,32,butterhead,butterheads,,2018-11-01 20:33:51,,VHqkQzczx
,2018-11-01 20:33:50,An Asian. Also used by mainland Japanese Americans to refer to Hawaiian Japanese Americans since World War II.,False,False,True,False,False,False,False,True,,eng,,0,0,0,Buddhahead,Buddhaheads,,2018-11-01 20:33:50,,47LJCnwxe
,2018-11-01 20:33:50,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",False,False,True,False,False,False,False,False,,eng,,235,15,170,buffie,buffies,,2018-11-01 20:33:50,,Kb4pwoNMZ
,2018-11-01 20:33:50,An person of Asian descent.,False,False,True,False,False,False,False,False,,eng,,67,7,51,bug eater,bug eaters,,2018-11-01 20:33:50,,VFDPXCQZD
50.0,2018-11-01 20:33:50,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",False,False,True,False,True,False,False,False,,eng,,6,0,3,buk buk,buk buks,,2018-11-01 20:33:50,,gmZrUoKtk
50.0,2018-11-01 20:33:50,A person of mixed black and Asian parentage.,False,False,True,False,False,False,False,False,,eng,An insect,0,0,0,bumblebee,bumblebees,,2018-11-01 20:33:50,,pkvkosHtm
,2018-11-01 20:33:49,"[1] A person of mixed white and black ancestry; a mulatto. [2] A young, brown-skinned person 1940s-1950s.",False,False,True,False,False,False,False,False,,eng,Type of dessert,0,0,0,brownie,brownies,,2018-11-01 20:33:49,,RfrXgPeAC
,2018-11-01 20:33:49,A person of Greek descent. 'Bubble and squeak' is Cockney slang for Greek.,False,False,True,False,True,False,False,False,,eng,A globule of one substance suspended in another,0,0,0,bubble,bubbles,,2018-11-01 20:33:49,,mbteeVeLF
,2018-11-01 20:33:49,A person of Korean descent.,False,False,True,False,True,False,False,False,,eng,,0,0,0,buckethead,bucketheads,,2018-11-01 20:33:49,,NbznvQwLB
,2018-11-01 20:33:49,"African-Americans slur for Caucasians in the Southeast United States , particularly Caucasians in a position of authority, possibly from Efik word 'mbakara' meaning 'master'",False,False,True,False,False,False,False,False,US,eng,,14,0,14,buckra,buckras,,2018-11-01 20:33:49,,EYjaZomw7
50.0,2018-11-01 20:33:49,[1] A male Native American. [2] A male black person.,False,False,True,False,False,False,False,False,,eng,Male animal,0,0,0,buck,bucks,,2018-11-01 20:33:49,,awzd6Dknc
92.0,2018-11-01 20:33:48,Accusative term for refugees or immigrants of darker complexion,False,False,True,False,False,False,False,True,,eng,,7,1,6,,brown invader,,2018-11-01 20:33:48,black invader,vppczeurd
,2018-11-01 20:33:48,Accusative term for refugees or immigrants of darker complexion,False,False,True,False,False,False,False,True,,eng,,40,2,36,brown invader,brown invaders,,2018-11-01 20:33:48,,ahksavykw
100.0,2018-11-01 20:33:47,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,0,0,0,border nigger,border niggers,,2018-11-01 20:33:47,,FFRTQgFgB
50.0,2018-11-01 20:33:47,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",False,False,True,False,False,False,False,False,,eng,,0,0,0,Bounty bar,Bounty bars,,2018-11-01 20:33:47,,obimJwDPs
,2018-11-01 20:33:47,A person of German descent.,False,False,False,False,True,False,False,False,,eng,,0,0,0,boxhead,boxheads,,2018-11-01 20:33:47,,FChUoXvLQ
,2018-11-01 20:33:47,"[1] A person of mixed Caucasian, Native American, and African ancestry in Southern Carolina [2] A person of African ancestry attempting to pass as Caucasian",False,False,True,False,False,False,False,False,,eng,,0,0,0,brass ankle,brass ankles,,2018-11-01 20:33:47,,Zzbwxdk7a
,2018-11-01 20:33:46,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",False,False,True,False,False,False,False,False,,eng,An exclamation intended to scare the listener,0,0,0,boo,boos,,2018-11-01 20:33:46,,Hp3DXYHAK
100.0,2018-11-01 20:33:46,A term for African Americans,False,False,True,False,False,False,False,False,,eng,,3,0,1,bootlip,bootlips,,2018-11-01 20:33:46,,ngiDeZpXu
,2018-11-01 20:33:46,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,1,0,1,border bunny,border bunnies,,2018-11-01 20:33:46,,CsMJUAJZd
,2018-11-01 20:33:46,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,252,17,177,border hopper,border hoppers,,2018-11-01 20:33:46,,UhxDeasWz
,2018-11-01 20:33:46,"A person of Latino descent, particularly a Mexican migrant laborer.",False,False,True,False,False,False,False,True,,eng,,289,13,223,border jumper,border jumpers,,2018-11-01 20:33:46,,BbYRko6KU
,2018-11-01 20:33:45,"Canberra word for white trash or redneck, sometimes shortened to boon",True,False,False,False,True,False,False,False,,eng,,26,3,17,booner,booners,,2018-11-01 20:33:45,,JsDi4YGpe
,2018-11-01 20:33:45,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,,6,0,5,boonga,boongas,,2018-11-01 20:33:45,,FAx3nyAZi
,2018-11-01 20:33:45,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,,24,1,22,boong,boongs,,2018-11-01 20:33:45,,nPiErFPmx
50.0,2018-11-01 20:33:45,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,,0,0,0,boonie,boonies,,2018-11-01 20:33:45,,teyoCicNy
,2018-11-01 20:33:45,"Canberra word for white trash or redneck, sometimes shortened to boon",True,False,False,False,True,False,False,False,,eng,A windfall or beneficial event,0,0,0,boon,boons,,2018-11-01 20:33:45,,LamZYCkdb
,2018-11-01 20:33:44,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,False,True,False,False,False,False,False,,eng,A device for ingesting marijuana,0,0,0,bong,bongs,,2018-11-01 20:33:44,,afQYbK6BZ
,2018-11-01 20:33:44,"[1] A middle-class American, derived from bourgeois [2] An American Indian.",True,False,True,False,False,False,False,False,,eng,,5,0,5,boojie,boojies,,2018-11-01 20:33:44,,NZPgUoXbx
,2018-11-01 20:33:44,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",False,False,True,False,True,False,False,False,,eng,,0,0,0,book book,book books,,2018-11-01 20:33:44,,G4CkWkjqP
