	tweet	class	prediction
8173	Basic niggah in his basic clothing	1	0
14412	RT @AIanHangover: Be smart because you won't be pretty forever, bitch.	1	0
13685	Niggas who talk about pussy the most get the least RT @FrancoisKilljoy: @202SOLE @quanb24 @BALTsneakerShow what a shine box? Glittery pussy?	1	0
12191	It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt	2	0
24926	shout out to pullz cuz I kno if I was trash he would have kept it a buck... I swear he had every I made jus cuz n actually bump dem too	2	0
23479	Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it...	1	2
23679	Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life	2	1
22256	These hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! http://t.co/iUGyRIMr4D	1	0
19744	RT @jakeburnsmfc: @staycoolwheels @BloggerBoxing because hillbillies like sports to...	2	0
24206	chargers and raiders are both trash&#9889;&#65039;#boltupdoe	2	1
4554	@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho	1	0
18211	"RT @TooRacist: What type of eye make-up do redneck women use?

 NASCARA."	1	0
1117	&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;	2	1
3709	"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny."	0	1
22594	This nigguh really tried to fight me on the bus over a grape kool aid jammer &#128514;&#128514;&#128514;	1	0
22789	Two red bones kissin n da back seat	2	0
2853	@Carxlito PS3 and case is still in the trash can. idgaf anymore	2	0
2198	*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*	1	2
1897	"&#8220;@mix3ddchickk: Donny a hoe&#8221;

Since when?&#191;?"	1	2
12047	Im retarded for real, im sitting here getting mad thinking my daughter ignoring me then I remember she aint here.	1	0
13453	My playlist goes something like this smoke tracks for my niggas reggaeton/bachata for the bitches and slow jams for that lucky lady	1	0
13771	Not associate but ya nicca	1	0
16621	RT @Liveitupjersey: @ccass357 @1SleepingGiant trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!	1	0
2593	@BaconParadox for two year old Oreos?-_-	2	0
19758	RT @jay_gee24: Damn it wigga &#128514;&#128514;&#128514;&#128514;	1	2
6663	@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga	1	0
22859	Uncle Tom ass muhfuckas.	1	0
21140	Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh	1	0
6301	@iH8TvvitterHoes @breezyfrmdablok what do you mean nice try? I'm right nigga. You a faggot. If you wanna argue bout anything else continue	1	0
9915	Happy Birthday to this fag! @OliviaLuu3	1	0
13855	Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden	2	0
9843	Gucci feel like jeezy pussy outchea you tried to kill me and wasn't successful. Nigga lucky Gucci ain't tried to down him	1	0
6483	@juicygenie can a quote this and tag a bitch	1	0
9931	Happy birthday to my pops. Old negro spiritual is 64 today lol	2	0
5267	@Waanderlusting id chink you if you left me with blue balls	1	2
6666	@kieffer_jason wtf u think u ole pussy ass nigga	1	0
3382	@GossipCop they are all idiots except kourt.... the rest are just slutty ass bitches	1	0
11364	I will literally never get home, this shit is retarded	1	0
15432	RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;	2	1
17203	RT @OptimisticDoom: Fuck tranny porn. Hermaphrodite porn is where it's at.	1	0
10371	I can hear the birds chirpin!	2	1
21976	The Yankees still suck! @nikaaaa3	2	0
791	#SouthCarolina is full of white trash	0	2
20949	"Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. 
#wasteoftime"	1	0
15569	"RT @Foamposites: Random hoe: So I heard..

Me: http://t.co/YXpESFMG8f"	1	2
20732	"RT @vickyBeanMr: Girls ""go talk to your other hoes"" game too strong"	1	0
13354	My eyes feel so chink eyed	0	2
4641	"@Real_Liam_Payne be a pussy

as in cat"	1	0
1305	&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;	2	1
11921	If you body count more then mine you a hoe js.	1	0
6990	"@oliviagobert lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;"	2	0
9615	"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;"	0	2
18457	"RT @WhenEminemSaid: When Eminem said ""Call me a faggot, cause I hate a pussy"" http://t.co/emkB7oSgqD"	1	0
10745	I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster	1	0
14344	RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.	2	0
15338	"RT @DerrickJaxn: I can't take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas""."	1	2
21267	Shouts out to my down ass bitches who never give a nigga a hard time!	1	0
21542	Sometimes u gotta knock a nicca out tho #IJS #FreeCB	1	0
9360	Fine chicks lap dances always trash	2	0
9271	Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn	2	0
8838	Dad: Why are your eyes so red? Son: I smoked weed, Dad. Dad: Don't lie to me, you were crying because you are a faggot.	1	0
5635	@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal.	1	0
695	#CelebrityLeakedPhotos YEAH&gt; NOW YOU KNOW how it feels knowing the #NSA is on all our phones. Quit whining like #muslim #bitches.	1	2
23645	Yes yes yes that's all you gone hear never met a hoe yet that a tell me no	1	0
5597	@_tonydennis it's trash ik just wanted to fuck with Dorsey	1	0
2151	' These niggahs bitches call they momma tell her come and get'emm ! It's either that it shoot him or shoot whoever with him .	1	0
12173	Is this retarded bitch really this stupid?	1	0
10206	How this ugly ass nigga gets more pussy than me ?	1	0
7035	"@ploppy74 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"	1	0
7519	@woohdakidd_74 &#128514;&#128514;&#128514; dat shit crazy a nicca use to wear dat shit fr	1	0
10280	I already know Wilson gone hoe later on let me gone get my ammo	1	0
7793	All a nicca want is some Coney Island and Lous Deli tho! #DetroitNiccaInAtlantaProblems	1	0
12858	Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.	2	0
6353	@intheKCmix it's twitter.. That's what folks do.. Same folks be mad when someone calls them a nigger on here..	1	0
12720	Lighting my pretty ass up w them yellow stars lls	1	0
12274	It's out b day bitches!!!&#128540;&#128540; @koleworld4 http://t.co/IuKRTw2icw	1	2
11916	If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.	1	0
7312	@t_hags12 ya dude get the pussies drunk!	1	0
10369	I can hear birds outside!!!	2	1
13477	My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing	1	2
3662	@JRise88 ill fuck you til you love me faggot	1	0
2063	' Broke Tf outta this niggah at 24 &#1041204;&#1041204;&#1041204; He stopped playen defense and all	1	0
24279	draymond green a bitch ass nigga bruh	1	0
15783	RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;	0	1
16885	RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.	2	0
10202	How now, gung-ho?	2	0
22906	WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq	1	0
226	"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal"	1	2
5948	@cumkwats thank you based pee slit	2	0
20613	"RT @therealelp: from @CNN tonight: "" N word or cracker...which is more offensive?"". probably the one you won't spell out, you fucking hacks&#8230;"	1	0
8096	Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever	1	0
24132	bitch probably molly'd the 1st nigga that said good mornin' back to her	1	0
14996	RT @ChamsFace4music: Early bird catches the worm people	2	0
19142	RT @cassidy_kelsey: Now you just reminded me why I hate you. #bitch #cantstandyou	1	0
4023	@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!	2	0
4226	@Mightyy23 i don't FW that nigga he pussy	1	0
23654	Yo @espn u let that peckerwood skip get away with anything.. Fuck u @espn	1	0
21904	That'd been a ghetto little meal	2	0
8255	Bij vraag wat is d naam van de engels des doods,dacht eerst Robert.Ik:Israel..uhm iets met Gargamel,hoe heet die kat ook al weer..oja Azrael	1	0
8164	Barkley is trash	2	0
16907	RT @MrPerfect_22: Most of these niggas go broke for these hoes !!	1	0
2659	@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers	1	2
14051	Or get they nails done RT @Che_TheYello1: Same hoes brag about niggas they fw got money but can't even get him to fill their tank up	1	0
23691	Yoh brownie had me fukd up high last night	1	0
23550	Ya last nicca couldn't beat it ... I hit it like a free throw!	1	2
17304	RT @Pointstacked: Follow this fag @ShinSnipes it's his birthday today	1	0
15791	RT @HUMonTHESE Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches.	1	0
17386	RT @RO4reals: &lt;--- trash at it's finest &#8220;@NichyTay: Ladies if you post a picture and don't get at least 15 niggas to favorite it then you t&#8230;	1	2
24183	brb, skipping out of a b-ball game with Obama to whoop @ThatAngryNigga's hoe ass.	1	0
5477	@_Leeyoo what niggah	1	0
19447	RT @funkQdelic_ACE: Waka Flaka a lucky retard lol	1	0
24064	"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;"	2	1
14649	RT @Bargamentoo: When you realize you sent the message to your wife instead of your side hoe http://t.co/Ef3OkLdrOg	1	2
12956	Look at this fucking kaffirs hairdo. Only a nigger http://t.co/lmWqJ1EtOa	1	0
3964	@Krbfarms @Cornfrmr I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!	2	0
2053	' All jokes aside , I'm goin thru it a niggah heart hurt smh . &#1043214; .	1	0
3934	@KimW16 so she's retarded?	1	0
24978	stuffed her like an Oreo http://t.co/mPAjkWJbZp	1	2
10193	How is Angry Birds the movie going to work? They're just floating bird heads?	2	1
5332	@WyattNuckels shut up niglet	1	0
6673	@kilmeade @foxandfriends don't you mean crowd not crows	2	0
12215	It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;	2	1
3760	"@JfromHuntington @thatUPSdude &lt;
I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds"	1	2
23727	"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf."	1	0
2940	@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.	2	0
8159	Bald head bitches think it's their time to prosper !	0	1
17185	RT @OhhMyyTodd: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; this one not up for debate	1	2
17431	"RT @Ratchet2English: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;"	1	0
6624	@kieffer_jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing	1	0
15788	RT @HOOLIGANS_ISSUE: @Aj_Swagggg fucking faggots. They thirsty for eachother. They probably fuck behind redemption	1	0
16726	RT @MadameCrystalB: Tori better watch-out from her hoes..she's gonna get caught up &#128064;&#128064;&#128064;	1	0
17843	RT @SteveStfler: when you're in public with your side hoe http://t.co/365oqX2sTx	1	2
5391	@YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr	1	0
18886	RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;	0	1
10999	I love jigg jigg&#128514;	2	1
23450	Won't catch me sneak dissing, thats fo the birds.	2	1
5167	@Tom_Morehart @cjc_is_alive @JoshuaTyl0r 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio.	2	0
21642	Strapped up fasho cause Iont trust no hoe	1	0
7188	@schargel read the constitution you love. All spending starts in the House. Love uninformed teabaggers. #morningjoe	1	0
9333	Females be damn near naked wondering why niccas jus wanna fuk lol	1	0
11604	I'm lactose and hoe nigga tolerant	1	0
1495	"&#8220;@PlMPCESS: In the fashion world ""urban"" means ""stolen from black people"" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;"	2	1
10236	I DONT FUCK WIT YOUUUUUUUU! you lil stupid ASS bitch!	1	0
4385	@NehmeBazzi @DatBoyRayT that kids a fag	1	0
24661	lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash	1	0
3822	@JunDishes block or mute the cunt	1	0
3380	@GossipCop screw the little porch monkey!	1	0
10728	I hate dumb bitches	0	1
19788	RT @jfkirtley: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12	2	0
19531	RT @hoes: Scarlett Johansson http://t.co/CBaHf9R9XD	1	2
20569	RT @that_nigga_shad: @Visually_Gifted They sound like soulless cunts	1	0
8520	Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.	1	0
3051	@DaveSwerve boy look like a Slave on that hoe	1	0
8909	Dayum u gyp, u gone have mfs thinking im wiping my face w/pissy diapers n shyt grrrrrr	1	0
8509	CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay	1	0
7983	"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"	1	0
13315	My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC	2	0
5134	@ThequeenSOxILL I'd rather ask yours, is she a nappy headed hoe too? And is your grandma as well? I'd be ashamed to be in your family.	1	0
11899	If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh.	1	0
5230	@VAKILL shut up faggot, you and Ras need to make an album together, we'll Ras fell off, you didn't (cont) http://t.co/nrmc483M	1	0
5238	@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.	1	0
9762	Good morning, you hoe ass niggas. *Pimp C voice*	1	0
24075	anybody remember that movie Thumbelina? I didn't noticed how flamin' the bird was until now	2	0
3287	@Fru_Iam I seen sum of it but I'm tryin see lox n mook	2	0
19434	"RT @fletchworld73: Pulled a dead bird from my garden. 

Grateful to be out of the hot sun, it winked at me with its rotting eye socket."	2	1
19536	"RT @hollyrpeete: #FarewellCaptain ""@espn: What a way for Derek Jeter to close his Yankee Stadium career."""	2	0
14763	RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal	1	0
2361	@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!	1	0
931	#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds	2	0
9065	Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.	2	0
250	"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"	2	1
5650	@alexisxisabel death to attention hoes	1	0
4497	@Oxy_Jon @conleyfanclub one charlotte store, but of course they are faggots	1	0
2250	1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.	2	0
15953	RT @IamMrEchols: If you was a hoe yesterday you'll be a hoe tomorrow	1	0
17859	RT @Sttbs73: I see the crazy #teabaggers have given up on defunding Obamacare and have moved on to using veterans! #1MVetMarch	2	0
11940	If you got charge a nigga up for tryna talk to your chick, You really a insecure faggot and have no control over her..	1	0
3595	@Im_a_Asshole_ @ImTooMuch @MyAssHoleSoWet So you gon call me a nigger because of that? Fuck wrong with you?	1	0
20694	RT @turk_jt12: That bitch ain't loyal.	1	0
23608	Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin	1	0
22730	Trash &#8220;@TieMyDuragBoo: Black people only play R&amp;B &amp; Hip hop at their parties..play some dubstep and House..yall coons need to expand&#8221;	1	0
14824	RT @BriannDominguez: Don't unfollow I got the app bitch	1	0
8522	"Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: @veritaz old bitch"""	1	0
9725	God you're a faggot if you dont think superman is the best superhero	1	0
15769	RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU	2	0
21447	So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins	2	0
7638	A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.	2	0
9587	Fucking hate ghetto girls I swear bruh	1	0
2920	"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math."	2	0
794	#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus	2	1
23389	Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler	1	0
8040	As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu	0	2
4636	@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..	2	0
5887	@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol	2	0
8611	Cant wait! RT @StrictlyKeyz All niggas wanna do at 45 is pop Viagra and pop young bitches	1	0
895	#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz	1	0
13400	My mom told me never use the word cunt... ITS MY FAVORITE WORD!!! Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt	1	0
3763	@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/	1	2
23631	Yeah.. They heard I'm fucking nuts, like the swag of a fag	1	0
8589	"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!"	2	0
2145	' Somebody come look at this niggah right here * Kevin Hart Voice * lol http://t.co/R2mhWqc2jT	1	2
536	"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""	1	0
6851	"@megynkelly 
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer"	2	0
24623	just a casual ghetto family twerk session http://t.co/jRmePckCqs	1	2
9932	Happy birthday to the biggest retard out there. Youre my favorite retard though @jennahnorberg happy birthday nigs	1	0
7231	@simons_lives keep in shape for the ski slopes	2	0
11897	If we get any trick of treaters I will be giving out Android advice. So... stop on in, faggots	1	0
6753	@lexxaye DP = Double Penetration aka a dick in the ass and a dick in the pussy at the same damn time.	1	0
5591	@_thecrave only if it's funny tweets about ashy niggers	1	0
3575	@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.	1	0
2251	1-800-slap-a-hoe	2	0
23042	Well now that I'm basically gone full retard, lets get blasted	1	0
12443	Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2	2	0
4660	@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages	0	2
9753	Good even-ink, honkies!	1	0
5969	@dannycatsteve because it's fucking retarded?	1	0
4321	@MsKeeKee90s yh I did niggah yh that shyt dope trust me fam ..	1	0
8919	Dear ugly hoes: Stop playing hard to get, you're already hard to want.	1	0
16925	RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x	2	0
10052	Her pussy sweeter then some fresh fruit &#128527; she gushin I drink the best juice &#128166;	1	0
23090	What made this niggah say that out his mouth	1	0
14992	"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV"	1	2
16204	RT @JoeBudden: She&#8217;s not a hoe cuz she&#8217;s not attainable to u bro.	1	0
8980	Dino in rare form RT @BALTsneakerShow: Mind your business hoe RT @Drewhite3: Annually RT @BALTsneakerShow: Smh Webb hurt	1	0
8716	Cigarette break nd wtf are Mt eyes glowing like Charlie Murphy in the madd real world lol http://t.co/eRkuSr3Q	1	0
13104	Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through.	1	0
18677	RT @_Crzy4tay: &#8220;@hedge_brandon: If youve only seen my couch, not my bed, then you my hoe&#8221;&#128514;&#128514;	1	2
3347	"@GingerDemoness @jcapswgr 
All dem colored boys be sayin I dare baby daddy. I gots to protect my semen under da lock and key. And I wrap 2x"	1	0
3141	"@DrMalvo 
I likes it back dare. It's free fo me cause whitey pay da fee"	1	0
21842	That bitch want my numba, she gotta.fuck my bruda @AyDontJudgeMe	1	0
4615	@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)	2	0
20544	RT @taylorcaniff: I'm having a date at Yankee Field then getting kiss cam.. #bucketlist	2	0
8786	Cruise's recent comments make him a bigger douchebag than Charlie Sheen &amp; he didn't even have any 'Tiger Blood'	1	0
22658	Time 2 kill 2 birds with 1 stone. Work out while I renew my food handlers card online. Push play for this dumb class	2	1
3751	@JerGucci she can suck dick tho that's better than brownies	1	0
2869	"@Ceallaighaine Oh no! Sorry Hun. That sucks. Hope you heal fast. &#128533;
#dancerproblems"	2	1
18503	RT @WorldStarFunny: when ling ling talkin shit &amp; u finally understand her https://t.co/2KlOnqhsi9	1	0
11073	I need to change myself first. Im retarded as fuck	1	0
5338	"@XXXratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh"	1	2
21538	Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.	2	0
4331	@MyKat_Meows some blockhead hoe, she ain't nothing,boo	1	2
10898	I knew a New Orleans nig would say something crazy lol	1	0
19937	RT @leek_porter21: &#8220;@_1MDot: I hate a always wanna smoke but aint got no money as nigga/bitch like bye falisha&#8221;&#128514;&#128514;&#128514;	1	2
5484	@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga	1	0
14076	Outside with dah fuckin yardie eh	1	2
7385	"@tkdfighter 
He gotta be colored"	1	0
25038	them jants be clutch for bedtime tho &#128514;&#128557;	2	1
19005	RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down	2	1
14695	RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4	1	2
23489	Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....	1	0
14752	RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;	1	0
16375	RT @Kicks_AndTits23: Lewis so trash lmao	2	0
12110	In two months tho hoe	1	0
521	"""It's never too late to tag a bitch.""- @CyFyre"	1	2
23698	You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.	1	0
11561	I'm getting spanked in fantasy &#128514;&#128514; he beating my by 100 because of this damn New England game &amp; Julian eldman trash http://t.co/bpptg2pSKF	1	0
6846	@mdsaab1 lmaoo abo crusty hands	2	0
6401	@jaspen7 haha them hoes only go hard when a nigga stooooned lol	1	0
19783	RT @jessielee1028: @Hawkdaddy300 @GavinMHawks21 @Ur_Boy_George yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo&#8230;	1	2
1661	&#8220;@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order	1	2
19772	"RT @jenebooks: @WhistGoddess i was about to be like ""r u queer"" but c'mon Jen do u even need to ask"	1	0
18052	"RT @TheDouch3: Most overused hoe excuses
1. It's just lyrics
2. My friends party so I party 
3. Men do it too
4. And vice versa
5. I was yo&#8230;"	1	0
21877	That nigguh will never play football again	1	0
23278	White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2	2	0
2056	' Annnie say fuck that niggah , he soo weak ! &#1041204; He can't tell that you a freak &#1041196; That you ain't lookin for love .... http://t.co/62URiSgiQ1	1	0
9386	Flappy bird on bull....	2	1
10538	I dont give a single shit who you are, if you wear a suit and white cotton socks I am just going to assume you are functionally retarded.	1	0
9469	Frustration can be a bitch !	2	1
5405	@Z_MEGA fasho fasho .. Hurry ya ass up nicca	1	0
11598	I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges	1	2
17807	RT @StayyeGolden: &#8220;@vivalakristia: Everybody that's still on Facebook ghetto or pregnant idc.&#8221;accurate	2	0
21637	"Stop snitching faggot &#8220;@OGSITTI: ""I'll snap you a nude but promise you won't screenshot""

""Don't worry baby I won't"" http://t.co/J8jDIC3wvg&#8221;"	1	0
23261	Where this hoe Benga at	1	0
19812	RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;	2	0
22781	Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR.	2	1
1074	&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;	0	1
3296	@FukknTyler nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;	1	0
19008	RT @awhooker: Contrary to belief, us queers don&#8217;t go around looking for things to be offended about. It&#8217;s just you cisheteros say the darne&#8230;	1	0
12491	K.Michelle shaped but it's FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.	1	2
16199	"RT @JoeBudden: My definition of ""bad bitch"" has changed drastically over the years."	1	2
17201	RT @OpWarriorTeam: Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. http://t.co/9DV04wk&#8230;	2	1
18670	RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;	0	1
1105	&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch	1	2
18804	"RT @___TheFuckery: ""@187XO_: ' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;"" nigga preeeeeeeach ! !"	1	0
2474	@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb	1	2
9063	Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.	2	0
12609	Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water	2	0
1052	&#128553; monkey mad	2	1
20271	RT @peeabut: Dear god, make me a bird so I can fly far, far far away	2	1
20517	RT @stillandru: White ppl will call Mexicans beaners and claim they taking their jobs but have sugar skull tattoos :-(	1	0
15627	RT @FuckTraVonn: Niggas madd gay RT @CirocBwoy_: teachers giving niggas pussy and they snitching. incredible	1	0
6329	@iiAK yea ima spin on yo hoe at about 15 after 12	1	0
17362	RT @QuilaTheDiva: After the age of 21 its about credit scores, future plans and creating assets. Not cars, clothes, niggas/bitches, clubs, &#8230;	1	2
5695	@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.	1	0
