	tweet	class	prediction
979	&#128128;&#128128; RT @monique504Q: &#128557;&#128128; &#8220;@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! &#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#8221;	1	1.0
2178	"'i drowned in ur pussy so i swam 2ur BuT."" Easily the most eloquent message sent on Xbox Live."	1	2.0
7831	All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up	1	1.0
24768	niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;	1	2.0
22771	Twitter game is on point tonight btw guys, if you haven't caught on you're full retard.	1	1.0
12610	Ladies RT if your head game better than your pussy	1	2.0
23026	Weird frosted colored lipgloss is weird...	2	1.0
20511	RT @steph_dcx: Fucking nosey ass bitch I swear lol	1	0.0
24888	real nigga shit she wanna be a righteous young rich nigga bitch	1	1.0
22279	These hoes they be homie hopping !!!! But idgf AIN'T NO FUN IF THA HOMIES CAN'T HAVE NUN !!!!!!!! GO UP THEN	1	1.0
9003	Do these glasses make my cunt look fat? http://t.co/pGSVqt9P2D	1	2.0
23446	Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe.	1	2.0
8955	Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away	2	1.0
5304	@Wisdom_Stature bitch we coulda been at the stores looking	1	0.0
630	"""Your homeboy looking bad and you giving cash to them hoes"""	1	2.0
10017	He went and got that bitch!!	1	1.0
9232	Every nigga tryna fuck the next nigga bitch not knowing his bitch is the next nigga bitch!	1	2.0
24457	http://t.co/bPU86qzYFt Kleopatra &#8211; Ivory skinned Nubile Kleopatra fingers her shaved&#160;pussy http://t.co/v6ibGUTMWQ	1	1.0
19714	RT @itsclaribelyo: Swag fags are now hibernating because great America and Christmas in the park are both closed. &#128514;	1	2.0
2617	"@BarnabyEdwards @Bsilverstrim77 ""Dear Daily Mail, you misogynist pile of twats!"" https://t.co/rUYeOnusSt"	1	1.0
20977	Rihanna just slaying any bitch &#128525;&#128525;	1	1.0
20033	RT @lynn_singer: @00sexilexi00 Freeze bitch i'm gonna steal your heart &#128521;http://t.co/RDQDYMvKjT	1	1.0
3514	@Huntermoore finger my wet throbbing pussy slowly as I cum on ur fingers	1	2.0
2316	7 pounds never fails to make me cry. Im not bitch, I just relate to it	1	1.0
3784	@Joey_D26 you're such a pussy	1	0.0
6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	2	2.0
15570	RT @FolllowEsteban: I think the Clips and Thunder would've gave the Heat a good as well...the East is just trash	2	2.0
10506	I don't live for you hoes man	1	1.0
12633	Laughing at my deck that they gave me, yellow and jesus stencils all over it	2	1.0
25007	that pussy so wet I'm calling it rain	1	1.0
22885	Val is such a bitch	1	2.0
14151	Peter Pan that ho never land that ho	1	2.0
19171	"RT @chillRoppy: &#8220;@bvdgxl: &#8220;@TRILL_A_G: When bitches say ""darkskin niggas fuck the best"" this all I see......... http://t.co/2Z2jlzYJUM&#8221;

wo&#8230;"	1	1.0
16886	RT @Montrell_: Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;	1	1.0
570	"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted"""	2	2.0
23117	What's really funny bout this pic is I'm sure they believe them hoes is bad &#128514;&#128514;&#128514;&#128514; http://t.co/15R8WoqXHd	1	2.0
1862	&#8220;@kissme_faith: This bitch comes right in &amp; gets tooo comfortable http://t.co/u9Duc84iwS&#8221;&#128563;&#128551; I never saw this yo my gut all out I hate u&#128514;&#128514;	1	1.0
12510	Karma is a bitch? Well just make sure that bitch is beautiful..	1	1.0
15779	RT @HG_Shit: @1BookieG I just fucked yo bitch bruh.. I tried not to tho	1	2.0
14052	Or pollo	2	1.0
10388	I can't blow bubbles or whistle. I'm basically retarded.	0	2.0
12329	JJ Watt was on his grown man shit all night.. Now let's get it #Yankees	1	1.0
15718	"RT @GoatRapLines: Chief Keef changed the rap game when he said ""bitch I'm cooler than a cooler"""	1	1.0
9605	Funnie watching my nig interview on ESPN	1	2.0
11254	I think these bitches tryna set me uuuuhhuuhhhhhp	1	2.0
17047	RT @NittiYayo: I think I got da bird flu	2	2.0
22608	This shit is retarded &#8220;@_llVlllVlX: &#128128;&#128553;&#128557; http://t.co/se2xiDTmIF&#8221;	1	1.0
3559	@I_GotOne you look like flappy bird	2	1.0
17179	RT @OhSnapsItsShaq: I feel like no matter how much of a hoe she is if the right nigga put her in her place she gone change .	1	1.0
13200	Moms is a hoe...a disrespectful one &#171;@JusDahl Y'all bitches are trash http://t.co/bDftUen6Rm&#187;	1	1.0
13767	Not a neanudda bitch @CONSTANTINE_D_	1	2.0
21467	Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.	2	1.0
12174	Is you ready bitch , cause my hair laid. Yours? @__baabyshaay http://t.co/n0gu5j7dqx	1	1.0
11796	If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol	1	2.0
6971	@noturavurage You can roll? And what you got to eat? Barter system my nig!	1	2.0
4293	@Mr2damngood4u ....you tink u done made a funny? nigga come #lookatathehood&gt; I got nightclubs, trannies, crackheads, dealers, COME AT ME&gt;	1	2.0
3955	@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup ho	1	1.0
14477	RT @Alex_Simonson: EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo http://t.co/uDKCfhBUIz	1	1.0
2755	@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh	0	2.0
23092	What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:	2	2.0
7257	@snortcourt13 @TripleAAAYY1995 @c_allen21 @JBake0622 apes	2	1.0
5312	@WorIdStarFvnny @alysssa_3 bitch please http://t.co/2QysCT5INk	1	1.0
10233	Hustling aint for everybody either .. Jus like certain niccas can't hoop or play football certain niccas can't hustle	1	1.0
10363	I called at least 20 times to make my hair appointment and these bitches don't pick -.- guess I have to stop in to make an appointment #Grrr	1	2.0
16587	RT @LilReese300: Bitches gone do wat bitches do...#300	1	1.0
20273	"RT @peidroh: when you tell the chick-fil-a cashier thank you, but that bitch don't say ""my pleasure"" http://t.co/85swWYxMNz"	1	1.0
21365	Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing	1	2.0
22149	There should be a side trip into DC to Charlie Palmers during CPAC @SHannitysHair @TheFriddle @Glock4Piper @alleygirl2409	2	2.0
11470	I'll still let the plastic bitch do her dollar @DigHerLow.	1	2.0
6969	@normingtonTJ @hollywood_ferg7 lmfao sorry bitch, no one likes you wes	1	1.0
24691	loner.. stoner.. tell yo bitch to bite da boner	1	1.0
16774	"RT @MattieTrump97: Win % since pile of trash @jairusbyrd went to New Orleans:

#Buffalo:1.000
#NewOrleans:0.0000000000000

#FuckByrd
#WhoNe&#8230;"	1	2.0
16510	RT @LaneBelgarde: @gillis_seth yeah right queer. The only piece of ass you've ever got is when it finger broke thru the toilet paper&#128514;	1	1.0
3591	@Im_Thirst I love Louis CK! Quit bein a faggot and suck that dick	1	1.0
17207	RT @Oreo: Woah, the depth of this Ollusion is unreal. #Ollusions http://t.co/fuiVThvZyN	2	2.0
17369	RT @RAYCHIELOVESU: I just don't understand the grey area of being a hoe but lying about it. Like close your legs OR just be about that life&#8230;	1	0.0
24394	harm this pussy instead RT @ABC7: missing 26-yr-old USC medical student last seen Tuesday May harm himself http://t.co/evU04p6SUR	0	1.0
19498	RT @guypbenson: Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;	2	0.0
11351	I was working hard as a bitch today, i deserve a reward.	1	2.0
18683	RT @_Ezzzylove: I hate salty bitches	1	1.0
8109	Baby I can make that pussy raaain OFTEN.	1	2.0
2635	@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER	1	1.0
738	#IfWeDate i eat da pussy better than a lesbian.	1	0.0
4295	@MrCatLoverx text me bitch	1	1.0
11627	I'm not fuckin wit October She on some new shit , bitch cold	1	1.0
13903	Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee	2	1.0
14796	RT @BoujieAssMeena: My bitches got pretty pussy&#128516;&#128516;&#128516;&#128540;&#128540;&#128540;	1	2.0
10178	How can you say you don't want a nigga that's friendly but your pussy is like Casper the friendly ghost?	1	1.0
21027	S/o to dat bitch ass nigga in Alabama who wanna kill me #GoodLucc	1	1.0
22307	These nigs like saying they miss the old vice	1	0.0
3417	@HAUNTINGILINSKY @sorryimalex you actually think he'll do that? lil bitch can't punch a potato	1	1.0
20553	RT @tbhbooty: Latina pussy be like http://t.co/VORy1vgH4U	1	2.0
18599	RT @YoungRecklesss_: Ain't no money or no hoe in the world can spoil it &#128175; #MyBrothersKeeper	1	2.0
22199	These bitches need to get out of bed and I'll make them cheeseburgers (: #ImAHomie	1	1.0
5445	@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!	1	1.0
4128	@MadameCurry_ what kind of hoe are you dressing up as?	1	2.0
23088	What kind of sorcery is this.... RT @OfficiallyIce: Nope RT @2charmss: Eat this pussy while im on my cycle &amp; call it Cherry Pie	1	2.0
11559	I'm fucking around with two bitches but i never made those hoes my mistress	1	1.0
18910	RT @_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO	1	2.0
12823	Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf	1	2.0
19419	RT @femaIes: I swear &#128514; we in this forever now bitch http://t.co/293YMZDmun	1	2.0
10861	I just got so hype haha lets go!!!! Beat the shit out dat pussy ass niqqa	1	2.0
4877	@SportsGrind @RudyJay711 that was my mock done on a simulator check it out pick your team how many rounds and go for it	2	2.0
13801	"Notice I don't make music for niggas that don't get pussy.-Drake
#LordKnows"	1	2.0
20739	RT @virleehol: @cbinflux Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web&#8230;	2	2.0
2185	*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots	1	2.0
22157	There's a special place in hell for people who slam on their brakes for yellow lights &#128532;&#128299;	2	1.0
10699	I had to unfollow some crazy asian bitch earlier lol I don't play	1	2.0
8872	Damn they act like Bron tore his ACL! Toughen up bitch! Lol	1	2.0
25135	"u know u watch too much gay porn when u refer to boy butts as ""man ass"" or ""boy pussy"" bc me in my head 24/7"	1	1.0
16294	RT @KINGTUNCHI_: Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it.	1	1.0
20748	RT @washingtonpost: China's bird flu outbreak: 3 good signs, 3 bad signs and 3 very bad signs http://t.co/v3n67Gs5Mw	2	2.0
7038	@politicsofamy Whoa easy Amy, don't slag the Canucks too much with such a generalization	2	2.0
25218	whys this bitch wearing a striped tshirt and nike shocks	1	1.0
14444	RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;	1	2.0
17952	RT @Tahrell: Now, bitches gonna think just because they're married, they're better than every female that's not. Smh	1	1.0
18602	RT @Youss_Mayer: &#8220;@SaddyBey: Fat bitch. What's her @? http://t.co/IZGkpcqIO0&#8221;&#128557;&#128514;&#128557;&#128557;&#128557;	1	1.0
8613	Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL	2	2.0
6985	@ohVixen bitches be crazy.	1	1.0
20244	RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;	2	0.0
12568	Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.	1	2.0
10462	I don't &#128683; keep friends &#128109;&#128107;&#128108; they come &#128072; and go &#128073;, don't fuck &#128581; with these bitches &#128109;&#128109;. FAKE ALL THEY KNOW. &#128175;&#10004;&#65039;	1	0.0
24962	someones clearly a stinky ass beaner...	0	2.0
2615	@Barbod6FCB. U lame then a bitch get the fuck with that gay shit	1	1.0
13482	My two main wiggas and I @chloetarantino http://t.co/oAyBFEJh54	1	1.0
8277	Bitch nicca talmbout a mf 3peat....Df y'all ain't da Lakers	1	2.0
17387	RT @RTGIFS: DOMINIQUE Made Larry bird do a 360 lmaooo http://t.co/Vs6e3Z0C2u	2	1.0
22463	This bitch needs to turn off her shitty music &#128544;	1	1.0
12157	"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM"	2	1.0
14643	RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;	1	1.0
25045	these bitches be wasting time on some ungrateful niggas	1	1.0
15941	RT @I_Be_kOoLz Rough face hoes be having all the kids...Who did this to u???&#128553;&#128553;&#128553; + Self esteem issues.More kids = secured love.	1	1.0
17793	RT @SportsCenter: Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. http&#8230;	2	1.0
19855	RT @kep0ne: @quanb24 you bitch ass nigga	1	2.0
10294	I am hungrier den a bitch	1	1.0
6879	@milfmob @yoPapi_chulo fight me you fucking obese niglet	0	1.0
3512	@Huntermoore finger my pussy slowly with circular motion	1	1.0
13232	Mother Nature is drunk again, this bitch knows how to party.	1	2.0
17846	RT @Stfu_NobodyCare: &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &#8220;bird fucking&#8221;	1	2.0
15501	RT @FIawless_Beauty: RT if you pledge allegiance to the pussy	1	0.0
14633	RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;	2	1.0
21337	Sloppy ignorance in all my pockets &#128176;&#128176;&#128176;Come here lil bitch I want sloppy toppy &#128069;&#128166;	1	1.0
18606	RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga	1	1.0
5233	@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies.	2	1.0
4889	@SteezHOE this was my nigga in that bitch man!	1	1.0
18256	RT @TroyMadden: Real niggas can handle anything.. including any bitch or any nigga	1	2.0
1918	&#8220;@rihanna: Fuck I look like ho? I look like yes and ya look like no&#8221; http://t.co/OIidXKL32A	1	1.0
21821	That bitch a tha tha	1	1.0
5925	@cooney_mane @nflcommish it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded	1	2.0
13704	Nipple banana monkey!	2	2.0
18671	"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;"	1	0.0
21979	The baddest bitch is back on chestnut! @ryancommakerry #welcomehome	1	0.0
13374	My house is so piece full, thank god these little jungle bunnies are outta my face	1	2.0
18657	RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much	1	1.0
15957	RT @IamRicoLove: These hoes turn into contortionist just so u can see their ass &amp; their smile in the same picture. Smh! It's hard work thir&#8230;	1	2.0
20917	Raunchy ass to pussy action with Sakurako offering up her holes for&#160;use http://t.co/9elp4XyE9D	1	2.0
3838	"@JustFemaIe @CheatingAdvice 
Where the fuck were you this summer bitch?"	1	2.0
22134	Then they wanna ask you Maad questions, bitch just tell me what you need me to do and stop interrupting my playlist	1	2.0
24112	bitch I'm me..... so who u???	1	1.0
10569	I feel like this hoe owe me something ..,	1	2.0
21999	The brownies I just made are a sin	2	2.0
19153	"RT @chanelpuke: me: goodnight moon 

moon: goodnight lil bitch"	1	1.0
5970	@danram70 @Buflo_dolla ....so ur a fag?	1	1.0
13841	OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams	0	2.0
3103	"@DignifiedPurity LMAOOO @ ""black fag""..... why did I misread that??... I'm blocking you"	1	2.0
9558	Fuck ya main hoe now she claimin mob hav her brake ya heart wen I rob ya inda daark	1	1.0
4278	@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype	0	1.0
14687	RT @BeenBasedB: &#8220;@_KudaBrazyy: Shawn Micheals &amp; Razor Ramon both had bitches&#8221; Noone had more than Godfather though	1	1.0
2028	&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/O8JoZOKFEI	2	2.0
9997	He is really on my line singing negro spirituals..!!	1	1.0
627	"""You're a garden rose, and that bitch is a weed."""	1	1.0
14314	RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot	0	1.0
17288	RT @PinkDuckTwist: LMFAO WTF &#8220;@MakeMeSpazz: &#8220;@TheKingSimp: Niggas on here really retarded http://t.co/arhySCAMu6&#8221; &#128553;&#128514;&#9996;&#65039; I'm tf out!!&#8221;	1	2.0
10515	I don't put nothing pass nobody when it comes money n pussy.	1	1.0
22218	These days bitches be just letting anyone hit raw !!	1	0.0
14497	RT @AlmightyVinny_: Fucc hoes dats how I feel	1	1.0
4630	@RealNiggaSherm bitch	1	1.0
12111	In yo bitch dm like.. http://t.co/OuJU8LaXr1	1	0.0
20019	RT @lovelyDOMO: when a bitch trying to flirt with my niggga ..... I be like ...... &#128129; https://t.co/sAqUurmEzI	1	2.0
1902	&#8220;@nicekicks_nico: I see so many mad hoes on the tl. Tht shit should be illegal.&#8221;tbh	1	1.0
13598	Nice base running again by the @Yankees. Fucking ponderous.	1	2.0
13402	My mom's a fucking cunt dude.	1	1.0
1837	&#8220;@jaimescudi_: @Tonybthrz_ @cinndyyxoxo_ @BriannNiloo_ fuck me then bitch&#8221; shut up and roll threw	1	2.0
23795	You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy	1	1.0
271	"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee"""	1	1.0
11607	I'm like Rashad and I did her like when he found out the ghetto truth about New-New	1	1.0
9121	Dude why do i have to be such a bitch..? Like i'm confused.	1	1.0
